Application ID,Age,Gender,Marital Status (at the time of application),No of dependents,Income,Education,Profession ,Type of residence,No of months in current residence,No of months in current company,Performance Tag
372128603,28,M,Single,4,42,Masters,SE_PROF,Rented,106,56,0
970776075,37,M,Married,3,47,Masters,SE,Rented,85,43,0
522296731,29,M,Single,4,48,Bachelor,SAL,Rented,109,46,0
321355377,19,M,Single,2,39,Bachelor,SE,Rented,87,33,0
28991179,36,M,Married,3,30,Professional,SAL,Owned,107,51,0
637092004,53,F,Married,4,43,Professional,SE_PROF,Rented,113,56,0
847549620,32,F,Married,2,43,Professional,SE_PROF,Owned,110,20,0
661265105,35,M,Married,5,47,Phd,SAL,Rented,49,44,0
345419062,42,F,Married,3,21,Professional,SAL,Rented,93,31,0
797464328,37,M,Married,5,19,Phd,SE,Rented,98,58,0
297926175,37,M,Married,4,32,Professional,SE_PROF,Rented,86,39,0
422770648,24,M,Single,1,18,Professional,SAL,Rented,113,57,0
610475409,28,M,Single,1,15,Masters,SAL,Owned,101,54,0
543839698,38,M,Married,1,41,Masters,SAL,Rented,100,39,0
530527603,36,M,Married,4,32,Professional,SAL,Rented,108,35,0
144558935,42,M,Married,1,46,Professional,SE,Rented,61,44,0
175935199,30,F,Married,4,53,Professional,SAL,Rented,102,25,0
551575246,18,M,Single,2,19,Masters,SAL,Rented,98,56,0
65648367,35,M,Married,4,50,Phd,SAL,Rented,115,44,0
561232158,33,F,Married,4,43,Bachelor,SE_PROF,Rented,72,58,0
899996883,34,M,Married,5,36,Masters,SE_PROF,Rented,100,26,0
526566872,29,M,Single,2,54,Professional,SAL,Rented,107,54,0
278970234,37,M,Married,3,46,Professional,SE_PROF,Rented,94,53,0
650180732,46,M,Married,3,45,Bachelor,SAL,Company provided,100,39,0
644402936,24,F,Married,1,28,Phd,SE_PROF,Rented,112,25,0
364550162,38,M,Married,3,45,Bachelor,SAL,Rented,116,49,0
957886445,30,F,Married,3,43,Professional,SE,Rented,106,28,0
899599451,43,F,Married,4,53,Bachelor,SAL,Rented,35,43,0
693101116,41,M,Married,4,39,Professional,SE_PROF,Owned,74,41,0
310101954,29,F,Married,2,35,Masters,SAL,Owned,93,35,0
342766263,24,M,Single,4,31,Masters,SAL,Owned,113,54,0
499189762,39,M,Married,2,20,Bachelor,SAL,Rented,72,55,0
984549917,28,M,Married,1,44,Masters,SAL,Rented,90,47,0
724813655,28,M,Single,5,41,Bachelor,SAL,Owned,91,18,0
855528491,18,M,Married,3,40,Professional,SE_PROF,Rented,94,44,0
675018784,19,M,Married,3,6,Masters,SAL,Rented,102,56,0
424048012,24,M,Married,4,39,Masters,SAL,Company provided,84,31,0
252970397,30,M,Single,4,37,Masters,SAL,Rented,58,53,0
725224472,44,M,Married,3,11,Professional,SE,Rented,91,45,0
634612222,39,M,Married,3,44,Masters,SAL,Rented,95,49,0
677783843,52,F,Married,3,42,Masters,SE,Owned,116,3,0
113065125,38,F,Married,4,50,Masters,SAL,Rented,104,53,0
275899733,45,M,Married,4,32,Phd,SE_PROF,Rented,114,40,0
540774443,43,M,Married,5,44,Professional,SAL,Owned,113,33,0
132071208,34,M,Married,4,49,Masters,SE_PROF,Owned,108,48,0
601432702,24,M,Married,1,39,Bachelor,SAL,Owned,37,56,0
450172510,50,M,Married,5,41,Masters,SE,Rented,83,58,0
201042040,36,F,Single,5,32,Masters,SAL,Rented,92,54,0
620628524,41,F,Married,2,55,Masters,SAL,Rented,97,32,0
889245816,46,M,Married,4,15,Bachelor,SAL,Rented,111,36,0
924920608,38,M,Married,2,49,Professional,SAL,Rented,95,3,0
235715172,38,F,Married,2,51,Professional,SAL,Rented,92,8,0
317610928,37,M,Married,1,53,Masters,SE_PROF,Rented,76,55,0
436150926,23,M,Single,3,38,Bachelor,SE_PROF,Rented,103,53,0
105807413,39,M,Married,2,51,Professional,SAL,Rented,66,33,0
129365188,20,M,Single,2,21,Bachelor,SAL,Rented,111,47,0
792667687,29,M,Married,5,52,Masters,SAL,Rented,48,51,0
548869331,31,F,Married,1,53,Bachelor,SAL,Rented,34,49,0
801089718,29,M,Married,2,55,Masters,SAL,Rented,18,49,0
617386424,36,M,Married,4,53,Bachelor,SE,Rented,95,9,0
442282848,40,M,Single,2,54,Phd,SAL,Rented,108,56,0
245792626,44,F,Married,2,40,Professional,SAL,Rented,100,23,0
815658048,30,M,Married,2,50,Bachelor,SAL,Rented,83,52,0
265259235,30,M,Married,4,46,Professional,SAL,Rented,43,53,0
801469211,38,M,Married,3,55,Professional,SE_PROF,Owned,67,44,0
14695743,32,M,Single,2,44,Bachelor,SAL,Rented,78,45,0
54089825,42,M,Married,2,37,Bachelor,SE,Owned,61,50,0
376921839,35,F,Married,2,37,Bachelor,SAL,Rented,110,48,0
51065922,51,M,Married,2,24,Masters,SE_PROF,Rented,98,40,0
851978912,34,M,Married,5,53,Masters,SE_PROF,Rented,30,23,0
97016015,42,F,Married,4,44,Professional,SAL,Rented,95,33,0
283595270,43,M,Married,5,38,Masters,SAL,Rented,91,37,0
775413107,31,M,Single,5,43,Professional,SE,Rented,111,36,0
4249818,46,M,Married,5,38,Bachelor,SAL,Rented,50,50,0
679516770,28,M,Married,4,50,Masters,SE_PROF,Owned,96,16,0
265935577,36,M,Married,3,3,Professional,SAL,Rented,99,55,0
720535507,33,M,Married,4,49,Professional,SAL,Rented,52,45,0
268095888,20,F,Single,3,37,Professional,SE,Owned,114,35,0
588417745,16,M,Married,2,37,Bachelor,SAL,Rented,111,53,0
317450677,41,M,Married,4,43,Professional,SE_PROF,Rented,77,48,0
468465323,53,F,Married,5,16,Professional,SAL,Owned,116,23,0
858336726,27,M,Married,1,16,Professional,SAL,Rented,78,52,0
164503446,53,M,Married,4,39,Professional,SAL,Owned,100,26,0
552057936,43,M,Single,1,43,Bachelor,SAL,Rented,84,33,0
877372074,28,F,Married,5,34,Professional,SE,Rented,107,24,0
570693986,37,M,Married,1,49,Bachelor,SE,Rented,111,36,0
723592834,41,M,Married,3,51,Masters,SAL,Rented,49,39,0
780179423,42,M,Married,4,37,Masters,SE,Rented,99,32,0
368232932,34,M,Married,1,36,Professional,SE_PROF,Owned,90,42,0
911745686,30,M,Married,3,32,Masters,SE_PROF,Rented,107,30,0
358882217,47,M,Married,1,39,Masters,SE_PROF,Rented,115,30,0
422786428,28,F,Married,5,43,Masters,SAL,Rented,109,50,0
253433583,19,M,Married,1,33,Bachelor,SAL,Rented,87,17,0
697767018,29,F,Married,2,47,Professional,SAL,Rented,103,17,0
131153750,46,F,Married,4,35,Bachelor,SAL,Rented,90,16,0
55702924,44,F,Married,2,37,Masters,SAL,Rented,98,13,0
191467109,28,M,Married,3,53,Masters,SE,Owned,63,40,0
476896881,36,M,Married,1,26,Professional,SE_PROF,Owned,114,25,0
568773679,17,M,Single,2,38,Professional,SE_PROF,Rented,32,54,0
148294663,28,M,Married,2,35,Professional,SE_PROF,Owned,75,57,0
477642929,35,M,Married,3,47,Bachelor,SE_PROF,Rented,107,21,0
336234853,22,M,Married,2,27,Professional,SAL,Rented,102,29,0
435344469,40,M,Married,5,43,Professional,SE,Owned,26,58,0
57039282,28,M,Married,3,43,Professional,SE_PROF,Rented,97,51,0
888315014,35,F,Married,4,35,Bachelor,SE_PROF,Rented,99,48,0
729324316,30,M,Married,1,54,Masters,SE,Rented,79,32,0
819479884,37,M,Married,4,17,Bachelor,SE_PROF,Rented,99,34,0
359899584,42,M,Married,3,51,Professional,SAL,Owned,104,23,0
470725047,30,M,Single,5,37,Masters,SAL,Rented,101,46,0
809155145,33,F,Married,4,46,Bachelor,SE_PROF,Rented,87,40,0
92768578,53,M,Married,5,38,Bachelor,SAL,Rented,104,30,0
277103008,42,F,Married,4,52,Masters,SAL,Owned,69,56,0
610364848,44,M,Married,2,38,Masters,SAL,Rented,95,36,0
805912268,31,M,Married,1,47,Masters,SE_PROF,Rented,64,43,0
918039183,25,M,Single,5,38,Masters,SAL,Rented,112,33,0
646996526,40,M,Married,5,53,Masters,SAL,Rented,64,45,0
845296145,34,M,Married,1,45,Masters,SAL,Owned,91,36,0
817529425,34,M,Married,5,12,Professional,SE_PROF,Rented,104,48,0
599070662,36,F,Married,4,50,Bachelor,SAL,Rented,110,25,0
473714344,53,M,Married,3,25,Masters,SAL,Rented,108,43,0
312023870,28,F,Married,3,30,Bachelor,SE_PROF,Rented,71,53,0
796437351,39,M,Single,4,40,Bachelor,SE_PROF,Owned,78,52,0
334540980,44,M,Married,2,43,Professional,SE,Rented,38,32,0
900920242,27,F,Married,3,16,Professional,SE,Rented,110,53,0
553917202,27,M,Married,5,17,Professional,SAL,Rented,102,52,0
708704977,31,M,Married,2,5,Professional,SE_PROF,Owned,97,51,0
866444196,37,F,Married,5,38,Professional,SAL,Rented,100,25,0
233673327,38,M,Married,3,37,Masters,SE_PROF,Rented,95,51,0
869653115,26,M,Married,2,33,Masters,SAL,Owned,109,39,0
131296163,36,M,Married,1,31,Bachelor,SAL,Owned,87,32,0
9928442,23,F,Married,4,35,Professional,SE_PROF,Rented,87,44,0
679541613,32,M,Married,4,22,Phd,SAL,Rented,114,42,0
947256473,36,M,Married,2,53,Professional,SAL,Rented,106,52,0
688912334,32,F,Married,3,55,Phd,SE,Owned,115,53,0
178658063,33,M,Married,5,45,Masters,SE_PROF,Rented,67,55,0
812352629,24,M,Married,1,21,Masters,SAL,Owned,87,58,0
169005898,39,F,Married,5,42,Masters,SAL,Rented,33,56,0
525153619,47,F,Married,1,26,Masters,SAL,Rented,72,44,0
292128981,25,M,Single,2,40,Professional,SE,Rented,77,47,0
972954313,41,F,Married,1,24,Bachelor,SE,Owned,80,37,0
933011145,41,M,Married,1,47,Masters,SAL,Owned,100,18,0
344491176,24,M,Married,5,33,Phd,SAL,Owned,61,56,0
920083644,16,M,Married,2,34,Phd,SAL,Owned,109,13,0
920681664,29,M,Married,3,34,Masters,SAL,Rented,99,58,0
933024283,26,M,Married,1,23,Masters,SAL,Rented,100,56,0
981973860,32,M,Married,5,36,Masters,SAL,Rented,107,35,0
408281048,21,M,Married,3,36,Bachelor,SAL,Rented,101,11,0
402712733,40,M,Married,1,42,Masters,SE_PROF,Rented,113,28,0
334934303,45,M,Married,3,42,Masters,SAL,Rented,103,34,0
163547979,31,M,Married,1,36,Masters,SE_PROF,Rented,109,51,0
334665575,41,M,Married,3,51,Bachelor,SAL,Rented,79,17,0
20382564,27,M,Married,2,39,Professional,SAL,Rented,102,16,0
218207181,49,M,Married,5,42,Bachelor,SAL,Rented,102,44,0
187294655,33,F,Married,2,49,Phd,SAL,Rented,88,30,0
190043718,36,M,Married,1,48,Professional,SAL,Rented,108,29,0
16928719,35,M,Married,4,44,Masters,SAL,Rented,40,58,0
590493754,50,M,Single,3,23,Bachelor,SE,Rented,112,44,0
420610751,52,M,Married,2,44,Bachelor,SE,Rented,66,37,0
786827195,41,M,Married,3,51,Professional,SAL,Rented,95,6,0
179345699,33,M,Married,2,28,Masters,SE_PROF,Rented,116,37,0
773184436,37,M,Married,5,54,Masters,SE_PROF,Rented,114,48,0
466494863,47,M,Married,2,45,Masters,SAL,Rented,75,23,0
166053803,49,F,Married,2,18,Professional,SE_PROF,Rented,113,58,0
809421412,43,M,Married,4,23,Professional,SE,Owned,116,50,0
485150337,31,M,Married,3,35,Bachelor,SAL,Owned,112,33,0
30870493,18,F,Married,1,20,Bachelor,SAL,Rented,109,37,0
988180545,36,F,Married,3,45,Professional,SAL,Rented,115,51,0
742866405,42,M,Married,1,51,Masters,SAL,Rented,78,50,0
52536183,21,F,Married,3,26,Professional,SAL,Rented,107,20,0
404834425,33,M,Married,1,52,Bachelor,SAL,Rented,25,57,0
336245441,39,M,Married,4,46,Masters,SAL,Owned,91,28,0
975786946,53,M,Married,5,41,Professional,SAL,Company provided,7,58,0
607368409,26,M,Married,3,16,Phd,SE,Rented,102,55,0
407801828,41,M,Married,3,51,Professional,SAL,Rented,49,24,0
398038741,30,M,Married,2,47,Professional,SE_PROF,Rented,94,29,0
746918664,44,M,Married,3,39,Masters,SAL,Owned,69,43,0
730045847,37,M,Married,1,54,Professional,SE_PROF,Owned,97,3,0
690360462,44,M,Married,1,30,Masters,SAL,Rented,106,10,0
237543513,48,F,Married,5,34,Professional,SE_PROF,Rented,95,17,0
40872336,41,F,Married,5,34,Professional,SE,Rented,114,39,0
674366864,28,M,Married,5,45,Bachelor,SE,Rented,60,53,0
964435846,20,M,Single,1,4,Masters,SAL,Rented,115,53,0
991928686,32,M,Married,3,55,Phd,SE_PROF,Owned,93,45,0
977026717,41,M,Married,3,46,Masters,SE_PROF,Rented,102,33,0
75365004,48,M,Married,1,40,Masters,SAL,Rented,113,58,0
41889073,35,M,Married,4,54,Masters,SAL,Rented,85,30,0
523111030,39,M,Married,2,46,Professional,SE_PROF,Rented,69,49,0
369681691,37,M,Single,1,20,Professional,SAL,Rented,115,54,0
354831541,22,F,Married,3,24,Masters,SAL,Rented,110,40,0
165891658,43,M,Married,1,43,Phd,SAL,Rented,96,57,0
122589612,42,F,Married,2,33,Professional,SAL,Owned,103,43,0
475744053,18,F,Single,2,32,Phd,SAL,Living with Parents,80,40,0
284335186,22,M,Single,1,33,Masters,SAL,Rented,77,31,0
596510920,35,M,Married,3,12,Professional,SE,Owned,90,50,0
453857490,32,M,Married,1,39,Professional,SE,Owned,105,34,0
336199741,27,M,Married,4,36,Masters,SAL,Owned,115,55,0
243116646,37,M,Married,4,53,Bachelor,SE_PROF,Owned,106,58,0
428919772,39,M,Married,4,52,Masters,SE_PROF,Rented,107,15,0
581526931,47,M,Married,4,44,Professional,SAL,Rented,69,50,0
358189194,19,M,Married,2,19,Masters,SAL,Rented,109,56,0
958798965,29,M,Married,5,48,Masters,SAL,Rented,86,34,0
421585403,25,M,Married,3,39,Bachelor,SE_PROF,Owned,47,54,0
686154027,38,M,Married,5,46,Bachelor,SE_PROF,Rented,47,55,0
650403510,38,M,Married,5,45,Phd,SE,Rented,69,45,0
750283450,25,F,Married,1,32,Masters,SE_PROF,Rented,109,47,0
40191815,41,M,Married,2,17,Bachelor,SE_PROF,Rented,112,55,0
807359115,45,F,Married,2,21,Professional,SAL,Owned,103,40,0
74371041,28,M,Single,2,44,Phd,SAL,Owned,78,30,0
660938002,28,F,Married,2,46,Masters,SAL,Rented,83,43,0
817877247,26,M,Married,2,28,Phd,SE,Owned,104,36,0
792544578,35,M,Married,1,10,Masters,SE,Owned,112,53,0
511459861,40,M,Married,3,38,Masters,SAL,Rented,90,57,0
295416659,28,M,Married,4,52,Phd,SAL,Rented,91,46,0
14430879,37,M,Married,1,33,Masters,SAL,Rented,112,16,0
294255443,31,M,Married,5,49,Professional,SE,Owned,95,3,0
510860689,39,M,Married,4,52,Masters,SAL,Rented,89,53,0
642657439,40,F,Married,5,27,Phd,SAL,Rented,112,10,0
842745102,17,M,Married,2,33,Masters,SE,Rented,110,9,0
997725250,36,M,Married,3,16,Phd,SE_PROF,Rented,105,46,0
918679598,31,M,Married,5,54,Bachelor,SAL,Owned,46,27,0
505345414,17,F,Married,2,26,Masters,SAL,Company provided,106,43,0
845699588,30,M,Married,1,49,Bachelor,SE_PROF,Owned,54,26,0
742255923,20,M,Single,3,24,Masters,SE,Owned,116,33,0
858985027,46,M,Married,3,30,Professional,SAL,Rented,109,46,0
672372685,50,M,Married,1,35,Masters,SE_PROF,Rented,58,42,0
678473614,40,M,Married,1,54,Masters,SE_PROF,Rented,71,51,0
862999769,50,M,Married,2,35,Bachelor,SAL,Rented,89,47,0
582386363,34,F,Married,5,50,Bachelor,SAL,Rented,81,3,0
739351398,22,M,Married,1,37,Bachelor,SE,Rented,104,51,0
919552962,32,M,Married,2,21,Bachelor,SAL,Rented,94,52,0
549049513,33,M,Married,1,27,Professional,SAL,Rented,80,46,0
746007562,46,M,Married,2,35,Professional,SAL,Rented,109,16,0
916355272,41,M,Married,1,35,Professional,SE_PROF,Rented,85,58,0
340363843,34,F,Married,4,38,Professional,SAL,Rented,92,11,0
219106546,30,M,Married,5,52,Professional,SAL,Owned,85,57,0
947936063,39,M,Married,2,52,Bachelor,SAL,Rented,76,28,0
148048363,23,F,Married,2,32,Professional,SAL,Rented,113,44,0
141682945,40,M,Married,2,49,Masters,SE_PROF,Rented,88,52,0
731950287,40,M,Married,3,52,Professional,SAL,Rented,105,15,0
450224411,31,M,Married,1,54,Bachelor,SAL,Owned,23,58,0
708547937,28,M,Married,3,41,Phd,SAL,Owned,104,40,0
280354498,38,M,Single,2,46,Masters,SAL,Rented,49,58,0
711823035,32,M,Single,5,45,Professional,SE_PROF,Rented,92,14,0
97443652,37,M,Married,3,48,Phd,SE_PROF,Rented,101,23,0
176405056,37,M,Married,5,42,Professional,SE,Rented,96,35,0
585006816,47,M,Married,3,27,Masters,SAL,Rented,115,17,0
460479542,40,M,Married,2,45,Masters,SE_PROF,Owned,13,44,0
737370175,44,M,Married,4,36,Masters,SAL,Rented,41,51,0
928755067,28,M,Married,4,49,Bachelor,SE,Rented,66,53,0
682007870,53,M,Married,3,32,Bachelor,SE,Rented,111,53,0
416584126,51,M,Married,2,27,Masters,SAL,Owned,114,43,0
157439541,27,M,Married,4,35,Bachelor,SE,Rented,107,56,0
302704799,18,F,Single,2,30,Bachelor,SAL,Rented,116,45,0
409212020,31,M,Married,1,51,Masters,SAL,Rented,109,3,0
964829256,33,M,Married,1,51,Professional,SAL,Rented,96,35,0
435260912,30,M,Married,5,52,Masters,SE,Rented,104,56,0
290722388,47,M,Married,4,44,Phd,SE,Owned,53,48,0
972464483,33,M,Married,2,42,Professional,SAL,Rented,80,49,0
649012682,39,M,Married,5,45,Masters,SAL,Rented,107,3,0
751348274,42,M,Married,1,53,Bachelor,SE,Rented,109,25,0
760948285,28,M,Married,2,35,Phd,SAL,Rented,81,56,0
208862786,39,F,Single,3,42,Masters,SE_PROF,Rented,67,52,0
474540339,29,M,Married,4,42,Bachelor,SAL,Rented,74,50,0
269858182,37,M,Married,1,49,Phd,SAL,Rented,41,46,0
479806336,33,M,Married,3,39,Professional,SAL,Rented,96,58,0
516521740,32,F,Married,3,37,Masters,SAL,Rented,100,39,0
159360400,30,M,Single,4,34,Professional,SAL,Rented,111,43,0
397756251,41,M,Married,3,50,Phd,SE_PROF,Rented,81,47,0
450639220,53,M,Married,1,39,Phd,SAL,Rented,94,53,0
989827926,25,M,Single,5,35,Masters,SAL,Rented,67,49,0
349850141,32,F,Married,2,33,Professional,SAL,Rented,87,50,0
758362206,42,M,Married,5,36,Masters,SE,Owned,97,3,0
326621134,16,M,Married,1,28,Bachelor,SAL,Rented,54,58,0
408467214,41,M,Married,5,32,Bachelor,SAL,Rented,102,51,0
300154656,39,M,Married,3,43,Bachelor,SAL,Owned,103,3,0
100769105,29,M,Married,5,26,Masters,SAL,Rented,109,46,0
978580392,28,M,Married,2,34,Bachelor,SAL,Rented,105,21,0
884785352,39,M,Married,2,13,Masters,SAL,Owned,115,50,0
110858658,44,M,Married,4,33,Masters,SAL,Rented,99,17,0
221736454,40,M,Married,3,48,Masters,SAL,Rented,102,55,0
112538076,32,M,Married,5,45,Masters,SAL,Rented,87,24,0
1081276,28,M,Single,2,12,Professional,SAL,Rented,102,52,0
24372638,51,M,Married,3,45,Professional,SE_PROF,Owned,75,20,0
548945976,26,M,Married,1,34,Bachelor,SAL,Rented,51,50,0
30659746,36,M,Married,1,49,Masters,SAL,Rented,59,36,0
228351734,35,M,Married,5,51,Masters,SAL,Owned,112,36,0
598275217,40,F,Married,2,46,Masters,SAL,Rented,44,46,0
682784706,45,F,Married,3,12,Masters,SE,Rented,100,41,0
651848557,37,M,Single,5,46,Masters,SAL,Owned,89,46,0
530622891,28,M,Married,1,23,Professional,SAL,Rented,81,57,0
862725375,40,F,Married,3,50,Professional,SAL,Rented,105,54,0
859819609,36,F,Married,5,52,Professional,SE,Owned,101,3,0
972097486,32,M,Married,1,51,Professional,SAL,Rented,74,48,0
326868725,34,M,Married,5,50,Professional,SAL,Rented,38,18,0
413349126,47,M,Married,1,12,Masters,SAL,Rented,107,43,0
810161929,37,F,Married,5,52,Masters,SE,Rented,102,50,0
229904087,34,F,Married,2,50,Masters,SAL,Owned,49,46,0
61176648,38,M,Married,2,50,Professional,SE_PROF,Rented,104,24,0
438255828,26,M,Married,2,35,Professional,SAL,Rented,98,42,0
274802187,33,M,Married,3,33,Professional,SE_PROF,Rented,96,44,0
387827089,32,M,Married,4,54,Masters,SE_PROF,Rented,20,54,0
202416069,35,M,Married,3,54,Masters,SE,Rented,93,57,0
630945060,31,F,Single,1,45,Professional,SAL,Rented,75,40,0
483114974,38,M,Single,3,53,Masters,SE,Rented,83,54,0
202707076,39,M,Married,4,48,Professional,SAL,Rented,79,3,0
339609659,23,M,Married,3,26,Masters,SE,Owned,95,52,0
249829692,34,M,Married,3,46,Professional,SAL,Rented,114,3,0
258605747,29,M,Married,2,54,Masters,SAL,Rented,48,40,0
744356305,32,F,Married,5,46,Professional,SAL,Rented,97,42,0
295144645,40,M,Married,1,47,Bachelor,SE,Rented,36,58,0
714358178,33,M,Married,4,45,Bachelor,SAL,Rented,97,45,0
595846407,25,M,Married,3,35,Professional,SAL,Rented,103,7,0
601934176,44,M,Married,3,40,Bachelor,SE_PROF,Owned,97,32,0
293640153,26,M,Single,3,31,Professional,SAL,Rented,112,3,0
751216942,34,M,Married,4,40,Masters,SE_PROF,Rented,93,44,0
572048067,33,M,Married,1,29,Professional,SAL,Rented,84,51,0
256752828,15,M,Married,3,39,Bachelor,SAL,Owned,83,38,0
713859225,45,M,Married,1,33,Bachelor,SE_PROF,Rented,113,53,0
780201420,34,M,Married,5,52,Masters,SAL,Rented,112,14,0
483332934,17,F,Married,2,30,Professional,SE,Rented,100,13,0
289618135,43,M,Married,1,54,Professional,SE_PROF,Rented,96,15,0
853896996,29,M,Married,4,27,Masters,SAL,Rented,102,57,0
920379011,33,M,Married,2,42,Masters,SE,Rented,63,51,0
542627683,43,M,Married,2,55,Masters,SAL,Owned,70,3,0
84700511,41,M,Married,5,28,Professional,SE_PROF,Owned,115,39,0
606448909,28,F,Married,3,47,Bachelor,SAL,Rented,74,51,0
941774301,46,M,Married,2,37,Masters,SE_PROF,Rented,57,41,0
231706668,28,M,Single,3,22,Masters,SAL,Company provided,67,57,0
388275925,23,M,Married,3,26,Bachelor,SAL,Rented,112,35,0
3678677,23,M,Married,5,35,Bachelor,SAL,Owned,54,57,0
430978738,38,M,Married,4,49,Phd,SAL,Rented,61,49,0
887790150,25,M,Married,1,23,Professional,SAL,Rented,101,41,0
123185914,32,M,Single,4,52,Masters,SE,Rented,87,42,0
999940936,24,F,Single,3,26,,SE_PROF,Rented,84,57,0
285753202,24,M,Married,2,40,Professional,SAL,Rented,109,3,0
895608472,40,M,Married,4,32,Masters,SE,Rented,107,4,0
470702847,39,M,Married,4,45,Professional,SAL,Owned,102,54,0
78074977,27,M,Married,5,34,Professional,SE,Others,110,58,0
513574282,38,M,Married,5,52,Professional,SAL,Rented,60,49,0
535285757,16,M,Married,2,27,Professional,SE_PROF,Rented,80,45,0
701653071,15,F,Single,2,11,Masters,SE,Living with Parents,113,52,0
20822760,36,M,Married,2,44,Masters,SE_PROF,Rented,58,45,0
315473000,38,M,Married,3,54,Professional,SAL,Rented,92,3,0
107023831,43,M,Married,1,44,Masters,SAL,Rented,114,43,0
893933957,42,M,Married,4,53,Masters,SAL,Rented,114,32,0
288475914,47,M,Married,5,30,Masters,SE_PROF,Owned,103,46,0
469993248,26,M,Single,5,35,Professional,SAL,Rented,104,45,0
756060464,31,M,Married,1,33,Professional,SAL,Owned,88,53,0
504586273,19,M,Single,3,28,Professional,SE_PROF,Living with Parents,114,53,0
645102221,44,F,Married,1,40,Bachelor,SAL,Rented,100,35,0
976077309,28,M,Married,5,54,Bachelor,SAL,Rented,101,50,0
475057830,30,M,Single,4,55,Professional,SAL,Rented,104,3,0
306407494,33,M,Single,4,53,Professional,SE_PROF,Rented,86,56,0
417681930,36,M,Married,2,55,Bachelor,SAL,Rented,28,53,0
577343787,43,F,Married,2,39,Masters,SAL,Rented,98,42,0
91930497,37,M,Married,2,35,Masters,SAL,Rented,79,49,0
715411587,52,M,Married,2,21,Professional,SAL,Rented,94,56,0
5987936,24,M,Married,1,39,Professional,SE,Rented,67,49,0
814615271,26,F,Married,5,35,Bachelor,SAL,Rented,76,41,0
920371401,29,M,Married,4,25,Masters,SAL,Rented,100,45,0
